DATE,SEASON,YEAR,PLOT,RELEASE,TAG 1 (LT),TAG 2 (RT),PIT TAG,SEX,AGE,MASS (G),Comments
06/23/05,SUMMER,2005,NT,R,001,NA,,F,A,960,Railyard capture
06/23/05,SUMMER,2005,NT,R,002,NA,,F,A,1040,Railyard capture
06/23/05,SUMMER,2005,NT,R,003,NA,,M,A,922,Railyard capture
06/23/05,SUMMER,2005,NT,R,004,NA,,M,A,828,Railyard capture
06/23/05,SUMMER,2005,NT,R,005,NA,,M,A,1002,Railyard capture
06/23/05,SUMMER,2005,NT,R,006,NA,,M,A,1034,Railyard capture
06/23/05,SUMMER,2005,NT,R,008,NA,,F,A,570,Railyard capture
06/23/05,SUMMER,2005,NT,R,009,NA,,F,A,640,Railyard capture
06/23/05,SUMMER,2005,NT,R,010,NA,,F,J,226,Railyard capture
06/23/05,SUMMER,2005,NT,R,011,NA,,M,J,244,Railyard capture
06/23/05,SUMMER,2005,NT,R,012,NA,,F,J,280,Railyard capture
06/23/05,SUMMER,2005,NT,R,013,NA,,F,A,866,Railyard capture
06/23/05,SUMMER,2005,NT,R,014,NA,,F,A,660,Railyard capture
06/23/05,SUMMER,2005,NT,R,015,NA,,F,J,258,Railyard capture
06/23/05,SUMMER,2005,NT,R,016,NA,,F,J,148,Railyard capture
06/23/05,SUMMER,2005,NT,R,017,NA,,M,J,232,Railyard capture
06/23/05,SUMMER,2005,NT,R,018,NA,,M,J,310,Railyard capture
06/23/05,SUMMER,2005,NT,R,019,NA,,F,J,230,Railyard capture
06/23/05,SUMMER,2005,NT,R,020,NA,,M,J,220,Railyard capture
06/23/05,SUMMER,2005,NT,R,021,NA,,M,A,815,Railyard capture
06/23/05,SUMMER,2005,NT,R,022,NA,,F,A,660,Railyard capture
06/23/05,SUMMER,2005,NT,R,023,NA,,M,A,850,Railyard capture
06/23/05,SUMMER,2005,NT,R,024,NA,,M,J,270,Railyard capture
06/23/05,SUMMER,2005,NT,R,026,NA,,F,J,224,Railyard capture
06/23/05,SUMMER,2005,NT,R,025,NA,,M,A,1012,Railyard capture
06/23/05,SUMMER,2005,NT,R,027,NA,,M,A,1130,Railyard capture
06/23/05,SUMMER,2005,NT,R,028,NA,,F,A,770,Railyard capture
06/23/05,SUMMER,2005,NT,R,029,NA,,M,J,260,Railyard capture
06/23/05,SUMMER,2005,NT,R,030,NA,,F,J,242,Railyard capture
06/23/05,SUMMER,2005,NT,R,031,NA,,M,J,230,Railyard capture
06/23/05,SUMMER,2005,NT,R,032,NA,,M,A,1278,Railyard capture
06/23/05,SUMMER,2005,NT,R,033,NA,,F,J,232,Railyard capture
06/23/05,SUMMER,2005,NT,R,034,NA,,M,J,228,Railyard capture
06/23/05,SUMMER,2005,NT,R,035,NA,,M,A,1150,Railyard capture
06/23/05,SUMMER,2005,NT,R,036,NA,,F,A,690,Railyard capture
06/23/05,SUMMER,2005,NT,R,037,NA,,F,J,380,Railyard capture
06/23/05,SUMMER,2005,NT,R,038,NA,,M,A,1022,Railyard capture
06/23/05,SUMMER,2005,NT,R,039,NA,,M,A,1158,Railyard capture
06/23/05,SUMMER,2005,NT,R,040,NA,,F,A,650,Railyard capture
06/23/05,SUMMER,2005,NT,R,041,NA,,F,A,812,Railyard capture
06/23/05,SUMMER,2005,NT,R,042,NA,,F,A,725,Railyard capture
06/23/05,SUMMER,2005,NT,R,043,NA,,M,A,970,Railyard capture
06/23/05,SUMMER,2005,NT,R,044,NA,,F,A,720,Railyard capture
06/23/05,SUMMER,2005,NT,R,045,NA,,F,J,230,Railyard capture
06/23/05,SUMMER,2005,NT,R,046,NA,,M,A,830,Railyard capture
06/23/05,SUMMER,2005,NT,R,047,NA,,F,A,668,Railyard capture
06/23/05,SUMMER,2005,NT,R,048,NA,,F,J,225,Railyard capture
06/23/05,SUMMER,2005,NT,R,049,NA,,M,A,720,Railyard capture
06/23/05,SUMMER,2005,NT,R,051,NA,,M,A,118,Railyard capture
06/23/05,SUMMER,2005,NT,R,052,NA,,F,J,250,Railyard capture
06/23/05,SUMMER,2005,NT,R,053,NA,,M,J,383,Railyard capture
06/23/05,SUMMER,2005,NT,R,054,NA,,M,J,187,Railyard capture
06/23/05,SUMMER,2005,NT,R,055,NA,,F,A,720,Railyard capture
06/23/05,SUMMER,2005,NT,R,056,NA,,M,J,212,Railyard capture
06/23/05,SUMMER,2005,NT,R,057,NA,,F,A,770,Railyard capture
06/23/05,SUMMER,2005,NT,R,058,NA,,F,A,748,Railyard capture
06/23/05,SUMMER,2005,NT,R,059,NA,,M,A,960,Railyard capture
06/23/05,SUMMER,2005,NT,R,060,NA,,M,A,1040,Railyard capture
06/23/05,SUMMER,2005,NT,R,061,NA,,F,J,330,Railyard capture
06/23/05,SUMMER,2005,NT,R,062,NA,,F,A,778,Railyard capture
06/23/05,SUMMER,2005,NT,R,063,NA,,M,J,247,Railyard capture
06/23/05,SUMMER,2005,NT,R,064,NA,,M,A,1060,Railyard capture
06/23/05,SUMMER,2005,NT,R,065,NA,,F,A,710,Railyard capture
06/23/05,SUMMER,2005,NT,R,066,NA,,M,J,276,Railyard capture
06/23/05,SUMMER,2005,NT,R,067,NA,,F,A,790,Railyard capture
06/23/05,SUMMER,2005,NT,R,068,NA,,F,J,237,Railyard capture
06/30/05,SUMMER,2005,MT,R,069,NA,,F,A,755,Railyard capture
06/30/05,SUMMER,2005,MT,R,070,NA,,M,J,285,Railyard capture
06/30/05,SUMMER,2005,MT,R,071,NA,,F,A,415,Railyard capture
06/30/05,SUMMER,2005,MT,R,072,NA,,M,A,1245,Railyard capture
06/30/05,SUMMER,2005,MT,R,073,NA,,M,J,265,Railyard capture
06/30/05,SUMMER,2005,MT,R,074,NA,,M,J,265,Railyard capture
06/30/05,SUMMER,2005,MT,R,075,NA,,F,A,610,Railyard capture
06/30/05,SUMMER,2005,MT,R,076,NA,,F,A,775,Railyard capture
06/30/05,SUMMER,2005,MT,R,077,NA,,M,J,380,Railyard capture
06/30/05,SUMMER,2005,MT,R,078,NA,,F,J,235,Railyard capture
06/30/05,SUMMER,2005,MT,R,079,NA,,M,J,415,Railyard capture
06/30/05,SUMMER,2005,MT,R,080,NA,,M,J,445,Railyard capture
06/30/05,SUMMER,2005,MT,R,081,NA,,F,A,735,Railyard capture
06/30/05,SUMMER,2005,MT,R,082,NA,,F,A,680,Railyard capture
06/30/05,SUMMER,2005,MT,R,083,NA,,F,A,610,Railyard capture
06/30/05,SUMMER,2005,MT,R,084,NA,,M,J,415,Railyard capture
06/30/05,SUMMER,2005,MT,R,085,NA,,F,J,425,Railyard capture
06/30/05,SUMMER,2005,MT,R,086,NA,,M,J,415,Railyard capture
06/30/05,SUMMER,2005,MT,R,087,NA,,F,A,725,Railyard capture
06/30/05,SUMMER,2005,MT,R,088,NA,,F,A,730,Railyard capture
06/30/05,SUMMER,2005,MT,R,089,NA,,M,J,280,Railyard capture
06/30/05,SUMMER,2005,MT,R,090,NA,,F,A,795,Railyard capture
06/30/05,SUMMER,2005,MT,R,091,NA,,F,J,275,Railyard capture
06/30/05,SUMMER,2005,MT,R,092,NA,,F,J,435,Railyard capture
06/30/05,SUMMER,2005,MT,R,094,NA,,M,A,1075,Railyard capture
06/30/05,SUMMER,2005,MT,R,096,NA,,F,J,237,Railyard capture
06/30/05,SUMMER,2005,MT,R,099,NA,,F,J,365,Railyard capture
06/30/05,SUMMER,2005,MT,R,097,NA,,M,A,1265,Railyard capture
06/30/05,SUMMER,2005,MT,R,098,NA,,M,J,345,Railyard capture
06/30/05,SUMMER,2005,MT,R,100,NA,,F,A,765,Railyard capture
06/30/05,SUMMER,2005,MT,R,101,NA,,F,J,355,Railyard capture
06/30/05,SUMMER,2005,MT,R,102,NA,,F,J,325,Railyard capture
06/30/05,SUMMER,2005,MT,R,103,NA,,M,A,1090,Railyard capture
06/30/05,SUMMER,2005,MT,R,104,NA,,F,A,795,Railyard capture
06/30/05,SUMMER,2005,MT,R,105,NA,,F,J,270,Railyard capture
06/30/05,SUMMER,2005,MT,R,106,NA,,F,J,315,Railyard capture
06/30/05,SUMMER,2005,MT,R,107,NA,,M,J,315,Railyard capture
06/30/05,SUMMER,2005,MT,R,108,NA,,M,A,1075,Railyard capture
06/30/05,SUMMER,2005,MT,R,109,NA,,F,J,335,Railyard capture
06/30/05,SUMMER,2005,MT,R,110,NA,,M,J,405,Railyard capture
06/30/05,SUMMER,2005,MT,R,111,NA,,M,J,315,Railyard capture
06/30/05,SUMMER,2005,MT,R,112,NA,,F,J,265,Railyard capture
06/30/05,SUMMER,2005,MT,R,113,NA,,M,A,1180,Railyard capture
06/30/05,SUMMER,2005,MT,R,114,NA,,F,A,725,Railyard capture
06/30/05,SUMMER,2005,MT,R,115,NA,,F,A,625,Railyard capture
06/30/05,SUMMER,2005,MT,R,116,NA,,M,A,1105,Railyard capture
06/30/05,SUMMER,2005,MT,R,117,NA,,M,J,230,Railyard capture
06/30/05,SUMMER,2005,MT,R,118,NA,,M,J,355,Railyard capture
06/30/05,SUMMER,2005,MT,R,119,NA,,F,J,390,Railyard capture
06/30/05,SUMMER,2005,MT,R,120,NA,,F,J,390,Railyard capture
06/30/05,SUMMER,2005,MT,R,121,NA,,M,J,375,Railyard capture
06/30/05,SUMMER,2005,MT,R,122,NA,,F,A,850,Railyard capture
06/30/05,SUMMER,2005,MT,R,123,NA,,F,A,780,Railyard capture
06/30/05,SUMMER,2005,MT,R,124,NA,,F,A,855,Railyard capture
06/30/05,SUMMER,2005,MT,R,125,NA,,M,A,290,Railyard capture
06/30/05,SUMMER,2005,MT,R,126,NA,,M,A,1039,Railyard capture
06/30/05,SUMMER,2005,MT,R,127,NA,,M,A,1069,Railyard capture
06/30/05,SUMMER,2005,MT,R,128,NA,,M,A,979,Railyard capture
06/30/05,SUMMER,2005,MT,R,129,NA,,M,A,1115,Railyard capture
06/30/05,SUMMER,2005,MT,R,130,NA,,F,J,285,Railyard capture
06/30/05,SUMMER,2005,MT,R,131,NA,,F,J,285,Railyard capture
06/30/05,SUMMER,2005,MT,R,132,NA,,F,J,280,Railyard capture
06/30/05,SUMMER,2005,MT,R,133,NA,,F,A,525,Railyard capture
06/30/05,SUMMER,2005,MT,R,134,NA,,F,A,705,Railyard capture
06/30/05,SUMMER,2005,MT,R,135,NA,,F,J,345,Railyard capture
06/30/05,SUMMER,2005,MT,R,136,NA,,F,J,185,Railyard capture
06/30/05,SUMMER,2005,MT,R,137,NA,,M,J,345,Railyard capture
06/30/05,SUMMER,2005,MT,R,138,NA,,F,A,605,Railyard capture
06/30/05,SUMMER,2005,MT,R,139,NA,,M,J,355,Railyard capture
06/30/05,SUMMER,2005,MT,R,140,NA,,F,J,205,Railyard capture
06/30/05,SUMMER,2005,MT,R,141,NA,,M,J,223,Railyard capture
06/30/05,SUMMER,2005,MT,R,142,NA,,F,J,355,Railyard capture
06/30/05,SUMMER,2005,MT,R,143,NA,,F,J,275,Railyard capture
06/30/05,SUMMER,2005,MT,R,144,NA,,M,A,1125,Railyard capture
06/30/05,SUMMER,2005,MT,R,145,NA,,M,A,1083,Railyard capture
06/30/05,SUMMER,2005,MT,R,146,NA,,F,A,675,Railyard capture
06/30/05,SUMMER,2005,MT,R,147,NA,,M,J,315,Railyard capture
06/30/05,SUMMER,2005,MT,R,148,NA,,F,J,320,Railyard capture
06/30/05,SUMMER,2005,MT,R,149,NA,,F,J,305,Railyard capture
06/30/05,SUMMER,2005,MT,R,150,NA,,F,J,315,Railyard capture
06/30/05,SUMMER,2005,MT,R,151,NA,,M,A,905,Railyard capture
06/30/05,SUMMER,2005,MT,R,152,NA,,F,J,405,Railyard capture
06/30/05,SUMMER,2005,MT,R,153,NA,,M,A,1115,Railyard capture
06/30/05,SUMMER,2005,MT,R,154,NA,,M,J,265,Railyard capture
06/30/05,SUMMER,2005,MT,R,156,NA,,F,J,465,Railyard capture
06/30/05,SUMMER,2005,MT,R,155,NA,,F,A,525,Railyard capture
06/30/05,SUMMER,2005,MT,R,157,NA,,M,J,275,Railyard capture
06/30/05,SUMMER,2005,MT,R,158,NA,,F,A,545,Railyard capture
06/30/05,SUMMER,2005,MT,R,159,NA,,M,J,887,Railyard capture
06/30/05,SUMMER,2005,MT,R,160,NA,,M,J,340,Railyard capture
06/30/05,SUMMER,2005,MT,R,161,NA,,M,J,325,Railyard capture
06/30/05,SUMMER,2005,MT,R,162,NA,,M,J,295,Railyard capture
06/30/05,SUMMER,2005,MT,R,163,NA,,M,J,325,Railyard capture
07/15/05,SUMMER,2005,NT,R,164,NA,,F,A,454,Railyard capture
07/15/05,SUMMER,2005,NT,R,165,NA,,F,J,389,Railyard capture
07/15/05,SUMMER,2005,NT,R,166,NA,,M,J,354,Railyard capture
07/15/05,SUMMER,2005,NT,R,167,NA,,F,J,274,Railyard capture
07/15/05,SUMMER,2005,NT,R,168,NA,,F,A,594,Railyard capture
07/15/05,SUMMER,2005,NT,R,169,NA,,M,A,1074,Railyard capture
07/15/05,SUMMER,2005,NT,R,170,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,NT,R,171,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,NT,R,172,NA,,F,J,294,Railyard capture
07/15/05,SUMMER,2005,NT,R,173,NA,,F,A,634,Railyard capture
07/15/05,SUMMER,2005,NT,R,174,NA,,F,A,594,Railyard capture
07/15/05,SUMMER,2005,NT,R,175,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,NT,R,176,NA,,F,A,644,Railyard capture
07/15/05,SUMMER,2005,NT,R,177,NA,,F,A,614,Railyard capture
07/15/05,SUMMER,2005,NT,R,178,NA,,M,J,414,Railyard capture
07/15/05,SUMMER,2005,NT,R,179,NA,,M,A,864,Railyard capture
07/15/05,SUMMER,2005,NT,R,180,NA,,F,J,304,Railyard capture
07/15/05,SUMMER,2005,NT,R,181,NA,,M,J,264,Railyard capture
07/15/05,SUMMER,2005,NT,R,182,NA,,M,A,984,Railyard capture
07/15/05,SUMMER,2005,NT,R,183,NA,,F,A,604,Railyard capture
07/15/05,SUMMER,2005,NT,R,184,NA,,M,J,264,Railyard capture
07/15/05,SUMMER,2005,NT,R,185,NA,,M,A,1054,Railyard capture
07/15/05,SUMMER,2005,NT,R,186,NA,,M,A,954,Railyard capture
07/15/05,SUMMER,2005,NT,R,187,NA,,M,A,924,Railyard capture
07/15/05,SUMMER,2005,ST,R,188,NA,,M,A,929,Railyard capture
07/15/05,SUMMER,2005,ST,R,189,NA,,F,A,854,Railyard capture
07/15/05,SUMMER,2005,ST,R,190,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,ST,R,191,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,ST,R,192,NA,,M,A,1014,Railyard capture
07/15/05,SUMMER,2005,ST,R,193,NA,,F,A,674,Railyard capture
07/15/05,SUMMER,2005,ST,R,194,NA,,M,A,844,Railyard capture
07/15/05,SUMMER,2005,ST,R,195,NA,,F,A,544,Railyard capture
07/15/05,SUMMER,2005,ST,R,196,NA,,M,J,224,Railyard capture
07/15/05,SUMMER,2005,ST,R,197,NA,,F,A,534,Railyard capture
07/15/05,SUMMER,2005,ST,R,198,NA,,F,J,179,Railyard capture
07/15/05,SUMMER,2005,ST,R,199,NA,,F,J,224,Railyard capture
07/15/05,SUMMER,2005,ST,R,201,NA,,M,A,1084,Railyard capture
07/15/05,SUMMER,2005,ST,R,202,NA,,M,A,744,Railyard capture
07/15/05,SUMMER,2005,ST,R,203,NA,,F,A,824,Railyard capture
07/15/05,SUMMER,2005,ST,R,204,NA,,F,A,714,Railyard capture
07/15/05,SUMMER,2005,ST,R,205,NA,,F,A,924,Railyard capture
07/15/05,SUMMER,2005,ST,R,206,NA,,M,J,239,Railyard capture
07/15/05,SUMMER,2005,ST,R,207,NA,,F,J,204,Railyard capture
07/15/05,SUMMER,2005,ST,R,208,NA,,M,J,414,Railyard capture
07/15/05,SUMMER,2005,ST,R,209,NA,,F,J,334,Railyard capture
07/15/05,SUMMER,2005,ST,R,210,NA,,F,J,354,Railyard capture
07/15/05,SUMMER,2005,ST,R,211,NA,,F,A,434,Railyard capture
07/15/05,SUMMER,2005,ST,R,212,NA,,F,J,414,Railyard capture
07/15/05,SUMMER,2005,ST,R,213,NA,,F,J,394,Railyard capture
07/15/05,SUMMER,2005,ST,R,214,NA,,M,A,474,Railyard capture
07/15/05,SUMMER,2005,ST,R,217,NA,,F,J,394,Railyard capture
07/15/05,SUMMER,2005,ST,R,218,NA,,F,A,544,Railyard capture
07/28/05,SUMMER,2005,ST,R,219,NA,,F,A,574,Railyard capture
07/28/05,SUMMER,2005,ST,R,220,NA,,F,J,344,Railyard capture
07/28/05,SUMMER,2005,ST,R,221,NA,,F,A,624,Railyard capture
07/28/05,SUMMER,2005,ST,R,222,NA,,M,A,954,Railyard capture
07/28/05,SUMMER,2005,ST,R,223,NA,,M,A,814,Railyard capture
07/28/05,SUMMER,2005,ST,R,224,NA,,F,J,424,Railyard capture
07/28/05,SUMMER,2005,ST,R,225,NA,,F,A,644,Railyard capture
07/28/05,SUMMER,2005,ST,R,226,NA,,M,A,1064,Railyard capture
07/28/05,SUMMER,2005,ST,R,227,NA,,M,J,244,Railyard capture
07/28/05,SUMMER,2005,ST,R,228,NA,,F,J,234,Railyard capture
07/28/05,SUMMER,2005,ST,R,229,NA,,F,J,424,Railyard capture
07/28/05,SUMMER,2005,ST,R,230,NA,,M,A,934,Railyard capture
07/28/05,SUMMER,2005,ST,R,231,NA,,F,A,544,Railyard capture
07/28/05,SUMMER,2005,ST,R,232,NA,,F,A,604,Railyard capture
07/28/05,SUMMER,2005,ST,R,233,NA,,M,A,804,Railyard capture
07/28/05,SUMMER,2005,ST,R,234,NA,,M,J,384,Railyard capture
07/28/05,SUMMER,2005,ST,R,235,NA,,M,A,884,Railyard capture
07/28/05,SUMMER,2005,ST,R,236,NA,,M,A,584,Railyard capture
07/28/05,SUMMER,2005,ST,R,237,NA,,M,J,414,Railyard capture
07/28/05,SUMMER,2005,ST,R,238,NA,,M,J,372,Railyard capture
07/28/05,SUMMER,2005,ST,R,239,NA,,M,A,1254,Railyard capture
07/28/05,SUMMER,2005,ST,R,240,NA,,M,J,274,Railyard capture
07/28/05,SUMMER,2005,ST,R,241,NA,,F,A,894,Railyard capture
07/28/05,SUMMER,2005,ST,R,242,NA,,M,A,1014,Railyard capture
07/28/05,SUMMER,2005,ST,R,243,NA,,F,J,364,Railyard capture
07/28/05,SUMMER,2005,ST,R,244,NA,,F,A,764,Railyard capture
07/28/05,SUMMER,2005,MT,R,245,NA,,F,A,554,Railyard capture
07/28/05,SUMMER,2005,MT,R,246,NA,,M,A,979,Railyard capture
07/28/05,SUMMER,2005,MT,R,247,NA,,F,J,364,Railyard capture
07/28/05,SUMMER,2005,MT,R,248,NA,,F,J,424,Railyard capture
07/28/05,SUMMER,2005,MT,R,249,NA,,F,A,554,Railyard capture
07/28/05,SUMMER,2005,MT,R,250,NA,,F,A,654,Railyard capture
07/28/05,SUMMER,2005,MT,R,251,NA,,F,A,804,Railyard capture
07/28/05,SUMMER,2005,MT,R,252,NA,,M,A,914,Railyard capture
07/28/05,SUMMER,2005,MT,R,253,NA,,F,A,584,Railyard capture
07/28/05,SUMMER,2005,MT,R,254,NA,,M,A,974,Railyard capture
07/28/05,SUMMER,2005,MT,R,255,NA,,F,A,864,Railyard capture
07/28/05,SUMMER,2005,MT,R,256,NA,,M,A,1104,Railyard capture
07/28/05,SUMMER,2005,MT,R,257,NA,,M,J,374,Railyard capture
07/28/05,SUMMER,2005,MT,R,258,NA,,M,A,1229,Railyard capture
07/28/05,SUMMER,2005,MT,R,259,NA,,M,A,584,Railyard capture
07/28/05,SUMMER,2005,MT,R,260,NA,,M,A,614,Railyard capture
07/28/05,SUMMER,2005,MT,R,261,NA,,F,A,654,Railyard capture
07/28/05,SUMMER,2005,MT,R,262,NA,,M,A,814,Railyard capture
07/28/05,SUMMER,2005,MT,R,263,NA,,F,A,604,Railyard capture
07/28/05,SUMMER,2005,MT,R,264,NA,,F,A,934,Railyard capture
07/28/05,SUMMER,2005,MT,R,265,NA,,F,A,784,Railyard capture
07/28/05,SUMMER,2005,MT,R,266,NA,,M,J,514,Railyard capture
07/28/05,SUMMER,2005,MT,R,268,NA,,M,A,744,Railyard capture
07/28/05,SUMMER,2005,MT,R,269,NA,,F,A,774,Railyard capture
07/28/05,SUMMER,2005,MT,R,270,NA,,M,A,804,Railyard capture
07/28/05,SUMMER,2005,MT,R,271,NA,,F,J,284,Railyard capture
07/28/05,SUMMER,2005,MT,R,272,NA,,F,A,624,Railyard capture
07/28/05,SUMMER,2005,MT,R,273,NA,,F,A,794,Railyard capture
07/28/05,SUMMER,2005,MT,R,274,NA,,F,J,324,Railyard capture
07/28/05,SUMMER,2005,MT,R,275,NA,,F,A,784,Railyard capture
07/28/05,SUMMER,2005,MT,R,276,NA,,M,J,384,Railyard capture
07/28/05,SUMMER,2005,MT,R,277,NA,,M,J,454,Railyard capture
07/28/05,SUMMER,2005,ST,R,278,NA,,F,J,524,Railyard capture
07/28/05,SUMMER,2005,ST,R,279,NA,,F,A,1044,Railyard capture
07/28/05,SUMMER,2005,ST,R,280,NA,,M,J,444,Railyard capture
07/28/05,SUMMER,2005,ST,R,281,NA,,F,A,934,Railyard capture
07/28/05,SUMMER,2005,ST,R,282,NA,,F,J,414,Railyard capture
07/28/05,SUMMER,2005,ST,R,283,NA,,F,J,394,Railyard capture
07/28/05,SUMMER,2005,ST,R,284,NA,,M,A,1204,Railyard capture
07/28/05,SUMMER,2005,ST,R,285,NA,,M,J,544,Railyard capture
07/28/05,SUMMER,2005,ST,R,286,NA,,F,J,414,Railyard capture
07/28/05,SUMMER,2005,ST,R,287,NA,,F,J,364,Railyard capture
07/28/05,SUMMER,2005,ST,R,288,NA,,F,J,304,Railyard capture
07/28/05,SUMMER,2005,ST,R,289,NA,,F,A,734,Railyard capture
07/28/05,SUMMER,2005,ST,R,290,NA,,M,A,934,Railyard capture
07/28/05,SUMMER,2005,ST,R,291,NA,,M,A,1014,Railyard capture
07/28/05,SUMMER,2005,ST,R,292,NA,,M,A,1074,Railyard capture
07/28/05,SUMMER,2005,ST,R,293,NA,,F,A,564,Railyard capture
07/28/05,SUMMER,2005,ST,R,294,NA,,F,A,654,Railyard capture
07/28/05,SUMMER,2005,ST,R,295,NA,,F,A,564,Railyard capture
07/28/05,SUMMER,2005,ST,R,296,NA,,F,A,684,Railyard capture
07/28/05,SUMMER,2005,ST,R,297,NA,,F,J,264,Railyard capture
07/28/05,SUMMER,2005,ST,R,298,NA,,M,A,1239,Railyard capture
07/28/05,SUMMER,2005,ST,R,299,NA,,F,A,654,Railyard capture
07/28/05,SUMMER,2005,ST,R,300,NA,,F,A,754,Railyard capture
07/28/05,SUMMER,2005,ST,R,301,NA,,F,J,314,Railyard capture
07/28/05,SUMMER,2005,ST,R,302,NA,,M,J,334,Railyard capture
07/28/05,SUMMER,2005,ST,R,304,NA,,M,A,924,Railyard capture
07/28/05,SUMMER,2005,ST,R,305,NA,,F,A,724,Railyard capture
07/28/05,SUMMER,2005,ST,R,306,NA,,M,A,954,Railyard capture
07/28/05,SUMMER,2005,ST,R,307,NA,,M,A,874,Railyard capture
07/28/05,SUMMER,2005,ST,R,308,NA,,F,A,654,Railyard capture
07/28/05,SUMMER,2005,ST,R,309,NA,,F,A,504,Railyard capture
07/28/05,SUMMER,2005,ST,R,310,NA,,F,J,184,Railyard capture
07/28/05,SUMMER,2005,ST,R,311,NA,,M,A,804,Railyard capture
07/28/05,SUMMER,2005,ST,R,312,NA,,M,A,904,Railyard capture
07/28/05,SUMMER,2005,ST,R,313,NA,,F,J,384,Railyard capture
07/28/05,SUMMER,2005,ST,R,314,NA,,M,J,364,Railyard capture
07/28/05,SUMMER,2005,ST,R,315,NA,,M,A,894,Railyard capture
07/28/05,SUMMER,2005,ST,R,316,NA,,F,A,664,Railyard capture
07/28/05,SUMMER,2005,ST,R,317,NA,,M,J,394,Railyard capture
07/28/05,SUMMER,2005,ST,R,318,NA,,M,J,434,Railyard capture
07/28/05,SUMMER,2005,ST,R,319,NA,,F,A,764,Railyard capture
07/28/05,SUMMER,2005,ST,R,320,NA,,F,J,524,Railyard capture
07/28/05,SUMMER,2005,ST,R,322,NA,,M,A,784,Railyard capture
07/28/05,SUMMER,2005,ST,R,323,NA,,M,A,854,Railyard capture
07/28/05,SUMMER,2005,ST,R,324,NA,,F,J,384,Railyard capture
07/28/05,SUMMER,2005,ST,R,325,NA,,M,J,334,Railyard capture
07/28/05,SUMMER,2005,ST,R,326,NA,,M,A,764,Railyard capture
07/28/05,SUMMER,2005,ST,R,327,NA,,F,A,584,Railyard capture
07/28/05,SUMMER,2005,ST,R,328,NA,,F,J,464,Railyard capture
07/28/05,SUMMER,2005,ST,R,329,NA,,M,J,384,Railyard capture
07/28/05,SUMMER,2005,ST,R,330,NA,,F,J,374,Railyard capture
07/28/05,SUMMER,2005,ST,R,331,NA,,F,J,294,Railyard capture
08/12/05,SUMMER,2005,NT,R,2452,NA,,M,A,914,Railyard capture
08/12/05,SUMMER,2005,NT,R,2453,NA,,M,A,1064,Railyard capture
08/12/05,SUMMER,2005,NT,R,2454,NA,,M,A,1014,Railyard capture
08/12/05,SUMMER,2005,NT,R,2455,NA,,M,A,934,Railyard capture
08/12/05,SUMMER,2005,NT,R,2456,NA,,M,A,884,Railyard capture
08/12/05,SUMMER,2005,NT,R,2457,NA,,M,A,814,Railyard capture
08/12/05,SUMMER,2005,NT,R,2458,NA,,M,A,1064,Railyard capture
08/12/05,SUMMER,2005,NT,R,2459,NA,,M,A,884,Railyard capture
08/12/05,SUMMER,2005,NT,R,2460,NA,,M,A,1114,Railyard capture
08/12/05,SUMMER,2005,NT,R,2461,NA,,F,A,654,Railyard capture
08/12/05,SUMMER,2005,NT,R,2462,NA,,F,A,704,Railyard capture
08/12/05,SUMMER,2005,NT,R,2463,NA,,F,A,734,Railyard capture
08/12/05,SUMMER,2005,NT,R,2464,NA,,F,A,674,Railyard capture
08/12/05,SUMMER,2005,NT,R,2465,NA,,F,A,714,Railyard capture
08/12/05,SUMMER,2005,NT,R,2466,NA,,F,J,474,Railyard capture
08/12/05,SUMMER,2005,NT,R,2467,NA,,F,A,774,Railyard capture
08/12/05,SUMMER,2005,NT,R,2468,NA,,F,A,774,Railyard capture
08/12/05,SUMMER,2005,NT,R,2469,NA,,F,A,714,Railyard capture
08/12/05,SUMMER,2005,NT,R,2470,NA,,M,A,814,Railyard capture
08/12/05,SUMMER,2005,NT,R,2471,NA,,F,A,864,Railyard capture
08/12/05,SUMMER,2005,NT,R,2472,NA,,M,A,1124,Railyard capture
08/12/05,SUMMER,2005,NT,R,2473,NA,,M,A,564,Railyard capture
08/12/05,SUMMER,2005,NT,R,2475,NA,,M,A,894,Railyard capture
08/12/05,SUMMER,2005,NT,R,2476,NA,,M,A,864,Railyard capture
08/12/05,SUMMER,2005,NT,R,2477,NA,,F,A,614,Railyard capture
08/12/05,SUMMER,2005,NT,R,2478,NA,,F,A,704,Railyard capture
08/12/05,SUMMER,2005,NT,R,2479,NA,,F,A,614,Railyard capture
08/12/05,SUMMER,2005,NT,R,2480,NA,,F,A,664,Railyard capture
08/12/05,SUMMER,2005,NT,R,2481,NA,,M,A,864,Railyard capture
08/12/05,SUMMER,2005,NT,R,2482,NA,,M,A,914,Railyard capture
08/12/05,SUMMER,2005,NT,R,2483,NA,,F,A,764,Railyard capture
08/12/05,SUMMER,2005,NT,R,2484,NA,,F,A,664,Railyard capture
08/12/05,SUMMER,2005,NT,R,2485,NA,,M,A,844,Railyard capture
08/12/05,SUMMER,2005,NT,R,2486,NA,,M,A,754,Railyard capture
