DATE,SEASON,YEAR,PLOT,RELEASE,TAG 1 (LT),TAG 2 (RT),PIT TAG,SEX,AGE,MASS (G),Comments
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-544-951,M,A,810,SFPubSch
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-614-957,M,A,800,SFPubSch
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-555-430,M,A,850,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-577-382,M,A,700,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-545-771,M,A,900,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-537-265,M,A,720,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-622-468,M,A,850,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-545-865,M,A,650,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-545-193,M,A,820,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-568-100,M,A,770,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-538-459,M,A,900,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-541-477,F,A,800,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-543-729,F,A,700,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-622-009,F,A,600,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-544-009,F,A,600,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-616-698,F,A,700,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-623-416,F,A,700,SFAguaFria
5/5/2014,SPRING,2014,ALL,R,NA,NA,981-020-011-540-152,M,A,1120,Bosque
